fafb_type	hemibrain_type	hemibrain_type_fafb	fafb_type_nt	fafb_type_confidence	hemibrain_type_nt	hemibrain_type_confidence	known_nt	known_nt_source	FBbt_id	FBbt_name	FBbt_nts	notes	FBbt_definition
CB2817			acetylcholine	0.98									
CB2819			glutamate	0.75									
CB2820			acetylcholine	0.98									
CB2821			acetylcholine	0.98									
CB2822			unknown	0									
CB2823			acetylcholine	0.98									
CB2824			gaba	0.96									
CB2825			glutamate	0.5017									
CB2826			acetylcholine	0.98									
CB2827			acetylcholine	0.98									
CB2828			gaba	0.96									
CB2830			acetylcholine	0.98									
CB2831			gaba	0.96									
CB2833			acetylcholine	0.98									
CB2834			gaba	0.96									
CB2835			glutamate	0.6562									
CB2836			acetylcholine	0.98									
CB2838			glutamate	0.75									
CB2840			acetylcholine	0.98									
CB2841			acetylcholine	0.98									
CB2842			acetylcholine	0.98									
CB2843			glutamate	0.75									
CB2844			acetylcholine	0.98									
CB2845			acetylcholine	0.98									
CB2846			acetylcholine	0.98									
CB2847			gaba	0.96									
CB2848			acetylcholine	0.98									
CB2849			acetylcholine	0.92									
CB2850			glutamate	0.75									
CB2851			glutamate	0.75									
CB2853			gaba	0.96									
CB2854			glutamate	0.75									
CB2855			acetylcholine	0.98									
CB2856			acetylcholine	0.98									
CB2858			acetylcholine	0.98									
CB2859			gaba	0.78									
CB2860			glutamate	0.5033									
CB2861			glutamate	0.75									
CB2862			glutamate	0.3775									
CB2862			glutamate	0.3775									
CB2863			acetylcholine	0.98									
CB2864			acetylcholine	0.98									
CB2865			acetylcholine	0.98									
CB2866			acetylcholine	0.98									
CB2867			acetylcholine	0.98									
CB2868			acetylcholine	0.98									
CB2869			glutamate	0.75									
CB2870			acetylcholine	0.98									
CB2872			gaba	0.3975									
CB2873			glutamate	0.75									
CB2874			acetylcholine	0.98									
CB2876			acetylcholine	0.98									
CB2877			acetylcholine	0.98									
CB2878			glutamate	0.75									
CB2879			acetylcholine	0.98									
CB2880			glutamate	0.375									
CB2881			glutamate	0.6875									
CB2883			acetylcholine	0.98									
CB2884			glutamate	0.5625									
CB2885			glutamate	0.75									
CB2886			acetylcholine	0.98									
CB2887			acetylcholine	0.98									
CB2888			glutamate	0.75									
CB2889			glutamate	0.75									
CB2891			glutamate	0.75									
CB2892			acetylcholine	0.98									
CB2893			gaba	0.96									
CB2894			glutamate	0.75									
CB2895			acetylcholine	0.98									
CB2896			acetylcholine	0.98									
CB2897			acetylcholine	0.98									
CB2898			glutamate	0.75									
CB2899			acetylcholine	0.98									
CB2900			gaba	0.96									
CB2901			glutamate	0.75									
CB2902			glutamate	0.75									
CB2903			acetylcholine	0.98									
CB2904			glutamate	0.75									
CB2905			glutamate	0.75									
CB2906			glutamate	0.75									
CB2907			acetylcholine	0.98									
CB2908			gaba	0.3625									
CB2908			gaba	0.3625									
CB2909			acetylcholine	0.98									
CB2910			acetylcholine	0.98									
CB2911			acetylcholine	0.98									
CB2912			gaba	0.69									
CB2913			glutamate	0.375									
CB2914			glutamate	0.75									
CB2915			glutamate	0.75									
CB2917			acetylcholine	0.98									
CB2918			acetylcholine	0.98									
CB2918			acetylcholine	0.98									
CB2919			dopamine	0.356									
CB2920			glutamate	0.75									
CB2921			acetylcholine	0.98									
CB2922			gaba	0.78									
CB2923			glutamate	0.75									
CB2923			glutamate	0.75									
CB2924			acetylcholine	0.98									
CB2925			acetylcholine	0.98									
CB2926			acetylcholine	0.98									
CB2927			acetylcholine	0.98									
CB2928			acetylcholine	0.98									
CB2929			glutamate	0.75									
CB2930			acetylcholine	0.98									
CB2932			glutamate	0.75									
CB2933			acetylcholine	0.98									
CB2934			acetylcholine	0.98									
CB2935			acetylcholine	0.98									
CB2936			gaba	0.96									
CB2937			glutamate	0.75									
CB2938			acetylcholine	0.98									
CB2940			acetylcholine	0.98									
CB2941			acetylcholine	0.98									
CB2942			glutamate	0.75									
CB2943			glutamate	0.75									
CB2944			glutamate	0.5									
CB2945			glutamate	0.75									
CB2946			acetylcholine	0.98									
CB2947			glutamate	0.75									
CB2948			glutamate	0.75									
CB2949			gaba	0.6									
CB2950			acetylcholine	0.98									
CB2951			glutamate	0.5									
CB2952			glutamate	0.75									
CB2953			glutamate	0.75									
CB2954			glutamate	0.75									
CB2955			glutamate	0.75									
CB2956			acetylcholine	0.98									
CB2957			gaba	0.96									
CB2958			glutamate	0.375									
CB2960			acetylcholine	0.98									
CB2961			glutamate	0.75									
CB2962			gaba	0.96									
CB2963			acetylcholine	0.98									
CB2965			gaba	0.51									
CB2966			glutamate	0.75									
CB2967			glutamate	0.75									
CB2968			glutamate	0.6									
CB2969			acetylcholine	0.98									
CB2970			glutamate	0.75									
CB2971			acetylcholine	0.98									
CB2972			acetylcholine	0.98									
CB2973			gaba	0.72									
CB2973			gaba	0.72									
CB2974			acetylcholine	0.98									
CB2975			acetylcholine	0.98									
CB2976			acetylcholine	0.98									
CB2977			acetylcholine	0.98									
CB2978			gaba	0.48									
CB2979			acetylcholine	0.98									
CB2980			acetylcholine	0.98									
CB2981			acetylcholine	0.98									
CB2982			glutamate	0.75									
CB2983			gaba	0.96									
CB2984			glutamate	0.75									
CB2985			acetylcholine	0.67									
CB2986			acetylcholine	0.98									
CB2987			acetylcholine	0.98									
CB2988			glutamate	0.75									
CB2989			glutamate	0.75									
CB2990			acetylcholine	0.98									
CB2991			acetylcholine	0.98									
CB2992			glutamate	0.5									
CB2993			acetylcholine	0.98									
CB2995			glutamate	0.75									
CB2996			glutamate	0.75									
CB2997			acetylcholine	0.98									
CB2998			glutamate	0.3775									
CB3000			acetylcholine	0.98									
CB3001			acetylcholine	0.98									
CB3002			acetylcholine	0.98									
CB3003			glutamate	0.75									
CB3004			acetylcholine	0.98									
CB3005			glutamate	0.75									
CB3006			acetylcholine	0.98									
CB3007			gaba	0.482									
CB3008			acetylcholine	0.98									
CB3009			acetylcholine	0.98									
CB3010			acetylcholine	0.98									
CB3011			acetylcholine	0.98									
CB3012			glutamate	0.75									
CB3013			gaba	0.96									
CB3014			acetylcholine	0.98									
CB3015			acetylcholine	0.98									
CB3016			glutamate	0.2517									
CB3016			glutamate	0.2517									
CB3017			acetylcholine	0.98									
CB3018			glutamate	0.75									
CB3019			acetylcholine	0.98									
CB3020			acetylcholine	0.98									
CB3021			acetylcholine	0.98									
CB3022			acetylcholine	0.6867									
CB3023			acetylcholine	0.98									
CB3024			gaba	0.84									
CB3025			glutamate	0.75									
CB3026			acetylcholine	0.98									
CB3029			acetylcholine	0.9467									
CB3030			dopamine	0.83									
CB3031			acetylcholine	0.98									
CB3032			gaba	0.96									
CB3033			gaba	0.69									
CB3034			glutamate	0.75									
CB3035			acetylcholine	0.98									
CB3036			gaba	0.96									
CB3037			glutamate	0.6									
CB3038			glutamate	0.75									
CB3040			acetylcholine	0.98									
CB3041			glutamate	0.75									
CB3042			acetylcholine	0.98									
CB3043			acetylcholine	0.98									
CB3044			acetylcholine	0.98									
CB3045			glutamate	0.75									
CB3046			acetylcholine	0.98									
CB3047			glutamate	0.75									
CB3048			acetylcholine	0.98									
CB3049			acetylcholine	0.98									
CB3050			acetylcholine	0.98									
CB3051			glutamate	0.375									
CB3052			glutamate	0.75									
CB3054			acetylcholine	0.98									
CB3055			acetylcholine	0.98									
CB3056			glutamate	0.75									
CB3057			acetylcholine	0.98									
CB3058			acetylcholine	0.98									
CB3059			acetylcholine	0.98									
CB3060			acetylcholine	0.98									
CB3061			glutamate	0.375									
CB3063			gaba	0.96									
CB3064			gaba	0.96									
CB3065			gaba	0.6									
CB3066			acetylcholine	0.98									
CB3067			acetylcholine	0.98									
CB3069			acetylcholine	0.98									
CB3070			acetylcholine	0.54									
CB3071			glutamate	0.75									
CB3072			acetylcholine	0.98									
CB3073			glutamate	0.75									
CB3074			acetylcholine	0.98									
CB3075			acetylcholine	0.98									
CB3076			acetylcholine	0.98									
CB3077			gaba	0.555									
CB3079			glutamate	0.75									
CB3080			glutamate	0.75									
CB3081			acetylcholine	0.98									
CB3082			acetylcholine	0.98									
CB3083			acetylcholine	0.98									
CB3084			glutamate	0.75									
CB3085			acetylcholine	0.98									
CB3087			acetylcholine	0.98									
CB3088			glutamate	0.75									
CB3089			acetylcholine	0.98									
CB3091			acetylcholine	0.98									
CB3092			acetylcholine	0.98									
CB3093			acetylcholine	0.98									
CB3094			glutamate	0.75									
CB3095			glutamate	0.75									
CB3098			acetylcholine	0.98									
CB3099			acetylcholine	0.98									
CB3102			acetylcholine	0.98									
CB3103			glutamate	0.45									
CB3104			acetylcholine	0.98									
CB3105			gaba	0.96									
CB3106			acetylcholine	0.98									
CB3107			acetylcholine	0.98									
CB3108			gaba	0.96									
CB3109			glutamate	0.75									
CB3110			acetylcholine	0.98									
CB3111			acetylcholine	0.98									
CB3112			acetylcholine	0.98									
CB3113			acetylcholine	0.98									
CB3114			acetylcholine	0.98									
CB3115			acetylcholine	0.98									
CB3116			acetylcholine	0.98									
CB3117			acetylcholine	0.98									
CB3118			glutamate	0.75									
CB3119			acetylcholine	0.98									
CB3120			acetylcholine	0.98									
CB3121			acetylcholine	0.98									
CB3122			acetylcholine	0.98									
CB3123			gaba	0.555									
CB3124			acetylcholine	0.98									
CB3125			acetylcholine	0.98									
CB3126			acetylcholine	0.98									
CB3127			acetylcholine	0.98									
CB3129			acetylcholine	0.98									
CB3130			acetylcholine	0.98									
CB3131			glutamate	0.75									
CB3132			acetylcholine	0.98									
CB3133			acetylcholine	0.98									
CB3134			acetylcholine	0.98									
CB3135			glutamate	0.75									
CB3136			acetylcholine	0.98									
CB3137			acetylcholine	0.98									
CB3138			acetylcholine	0.98									
CB3140			acetylcholine	0.98									
CB3141			glutamate	0.75									
CB3142			acetylcholine	0.98									
CB3143			glutamate	0.75									
CB3145			glutamate	0.75									
CB3146			acetylcholine	0.98									
CB3147			acetylcholine	0.98									
CB3148			acetylcholine	0.98									
CB3149			glutamate	0.75									
CB3150			acetylcholine	0.98									
CB3151			gaba	0.96									
CB3152			glutamate	0.75									
CB3153			gaba	0.78									
CB3154			acetylcholine	0.98									
CB3155			glutamate	0.75									
CB3156			unknown	0									
CB3157			glutamate	0.75									
CB3158			acetylcholine	0.98									
CB3160			acetylcholine	0.98									
CB3161			glutamate	0.375									
CB3162			acetylcholine	0.98									
CB3163			glutamate	0.75									
CB3164			acetylcholine	0.98									
CB3165			glutamate	0.75									
CB3166			acetylcholine	0.98									
CB3168			glutamate	0.75									
CB3169			glutamate	0.75									
CB3171			glutamate	0.75									
CB3172			glutamate	0.75									
CB3173			acetylcholine	0.98									
CB3174			acetylcholine	0.98									
CB3175			glutamate	0.75									
CB3176			acetylcholine	0.83									
CB3177			gaba	0.96									
CB3178			acetylcholine	0.98									
CB3179			acetylcholine	0.98									
CB3180			glutamate	0.75									
CB3181			glutamate	0.75									
CB3182			glutamate	0.75									
CB3183			gaba	0.72									
CB3184			acetylcholine	0.98									
CB3185			glutamate	0.75									
CB3186			gaba	0.96									
CB3187			glutamate	0.75									
CB3188			glutamate	0.75									
CB3189			gaba	0.7575									
CB3190			glutamate	0.75									
CB3190			glutamate	0.75									
CB3191			glutamate	0.75									
CB3192			glutamate	0.75									
CB3193			glutamate	0.375									
CB3194			acetylcholine	0.98									
CB3195			acetylcholine	0.98									
CB3196			gaba	0.96									
CB3197			glutamate	0.75									
CB3198			acetylcholine	0.98									
CB3199			acetylcholine	0.98									
CB3200			gaba	0.96									
CB3201			acetylcholine	0.98									
CB3202			gaba	0.78									
CB3203			acetylcholine	0.98									
CB3204			acetylcholine	0.98									
CB3205			acetylcholine	0.98									
CB3207			gaba	0.72									
CB3208			acetylcholine	0.98									
CB3209			acetylcholine	0.98									
CB3210			acetylcholine	0.98									
CB3211			acetylcholine	0.98									
CB3212			acetylcholine	0.98									
CB3214			acetylcholine	0.98									
CB3215			acetylcholine	0.98									
CB3218			acetylcholine	0.98									
CB3219			acetylcholine	0.98									
CB3220			acetylcholine	0.98									
CB3221			glutamate	0.75									
CB3222			acetylcholine	0.98									
CB3223			glutamate	0.75									
CB3224			acetylcholine	0.98									
CB3225			acetylcholine	0.98									
CB3226			acetylcholine	0.98									
CB3227			glutamate	0.75									
CB3228			gaba	0.96									
CB3229			acetylcholine	0.98									
CB3230			acetylcholine	0.98									
CB3231			acetylcholine	0.98									
CB3232			acetylcholine	0.98									
CB3233			acetylcholine	0.98									
CB3234			acetylcholine	0.98									
CB3235			acetylcholine	0.98									
CB3236			glutamate	0.75									
CB3238			acetylcholine	0.98									
CB3239			acetylcholine	0.98									
CB3240			acetylcholine	0.98									
CB3242			gaba	0.96									
CB3243			acetylcholine	0.98									
CB3244			acetylcholine	0.98									
CB3245			gaba	0.96									
CB3247			acetylcholine	0.98									
CB3248			acetylcholine	0.98									
CB3249			glutamate	0.75									
CB3250			acetylcholine	0.98									
